schuljahr,abschlussart,geschlecht,schulart,anzahl
2000/01,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,16
2000/01,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2001/02,mit Hauptschulabschluss,weiblich,Grundschulen,-
2001/02,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,2697
2001/02,mit Hauptschulabschluss,weiblich,Gymnasien,x
2001/02,mit Hauptschulabschluss,weiblich,Förderschulen,174
2001/02,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,4
2001/02,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2001/02,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2001/02,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,16
2001/02,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2002/03,mit Hauptschulabschluss,weiblich,Grundschulen,-
2002/03,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,2591
2002/03,mit Hauptschulabschluss,weiblich,Gymnasien,x
2002/03,mit Hauptschulabschluss,weiblich,Förderschulen,174
2002/03,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,4
2002/03,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2002/03,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2002/03,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,28
2002/03,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2003/04,mit Hauptschulabschluss,weiblich,Grundschulen,-
2003/04,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,2440
2003/04,mit Hauptschulabschluss,weiblich,Gymnasien,x
2003/04,mit Hauptschulabschluss,weiblich,Förderschulen,159
2003/04,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2003/04,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2003/04,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2003/04,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,41
2003/04,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2004/05,mit Hauptschulabschluss,weiblich,Grundschulen,-
2004/05,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,2447
2004/05,mit Hauptschulabschluss,weiblich,Gymnasien,x
2004/05,mit Hauptschulabschluss,weiblich,Förderschulen,165
2004/05,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2004/05,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2004/05,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2004/05,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,32
2004/05,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2005/06,mit Hauptschulabschluss,weiblich,Grundschulen,-
2005/06,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,1909
2005/06,mit Hauptschulabschluss,weiblich,Gymnasien,x
2005/06,mit Hauptschulabschluss,weiblich,Förderschulen,198
2005/06,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2005/06,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2005/06,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2005/06,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,49
2005/06,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2006/07,mit Hauptschulabschluss,weiblich,Grundschulen,-
2006/07,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,1497
2006/07,mit Hauptschulabschluss,weiblich,Gymnasien,5
2006/07,mit Hauptschulabschluss,weiblich,Förderschulen,174
2006/07,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2006/07,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2006/07,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2006/07,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,51
2006/07,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2007/08,mit Hauptschulabschluss,weiblich,Grundschulen,-
2007/08,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,1091
2007/08,mit Hauptschulabschluss,weiblich,Gymnasien,8
2007/08,mit Hauptschulabschluss,weiblich,Förderschulen,172
2007/08,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,2
2007/08,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2007/08,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2007/08,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,36
2007/08,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2008/09,mit Hauptschulabschluss,weiblich,Grundschulen,-
2008/09,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,914
2008/09,mit Hauptschulabschluss,weiblich,Gymnasien,9
2008/09,mit Hauptschulabschluss,weiblich,Förderschulen,105
2008/09,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2008/09,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2008/09,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2008/09,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,38
2008/09,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2009/10,mit Hauptschulabschluss,weiblich,Grundschulen,-
2009/10,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,764
2009/10,mit Hauptschulabschluss,weiblich,Gymnasien,1
2009/10,mit Hauptschulabschluss,weiblich,Förderschulen,126
2009/10,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,-
2009/10,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2009/10,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2009/10,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,40
2009/10,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2010/11,mit Hauptschulabschluss,weiblich,Grundschulen,-
2010/11,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,806
2010/11,mit Hauptschulabschluss,weiblich,Gymnasien,7
2010/11,mit Hauptschulabschluss,weiblich,Förderschulen,105
2010/11,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,2
2010/11,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2010/11,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2010/11,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,29
2010/11,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2011/12,mit Hauptschulabschluss,weiblich,Grundschulen,-
2011/12,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,822
2011/12,mit Hauptschulabschluss,weiblich,Gymnasien,4
2011/12,mit Hauptschulabschluss,weiblich,Förderschulen,138
2011/12,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2011/12,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2011/12,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2011/12,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,30
2011/12,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2012/13,mit Hauptschulabschluss,weiblich,Grundschulen,-
2012/13,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,888
2012/13,mit Hauptschulabschluss,weiblich,Gymnasien,3
2012/13,mit Hauptschulabschluss,weiblich,Förderschulen,127
2012/13,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,3
2012/13,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2012/13,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2012/13,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,38
2012/13,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2013/14,mit Hauptschulabschluss,weiblich,Grundschulen,-
2013/14,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,911
2013/14,mit Hauptschulabschluss,weiblich,Gymnasien,5
2013/14,mit Hauptschulabschluss,weiblich,Förderschulen,154
2013/14,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2013/14,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2013/14,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2013/14,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,39
2013/14,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2014/15,mit Hauptschulabschluss,weiblich,Grundschulen,-
2014/15,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,865
2014/15,mit Hauptschulabschluss,weiblich,Gymnasien,12
2014/15,mit Hauptschulabschluss,weiblich,Förderschulen,116
2014/15,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2014/15,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2014/15,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2014/15,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,27
2014/15,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2015/16,mit Hauptschulabschluss,weiblich,Grundschulen,-
2015/16,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,780
2015/16,mit Hauptschulabschluss,weiblich,Gymnasien,2
2015/16,mit Hauptschulabschluss,weiblich,Förderschulen,142
2015/16,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,3
2015/16,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2015/16,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2015/16,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,31
2015/16,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2016/17,mit Hauptschulabschluss,weiblich,Grundschulen,-
2016/17,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,872
2016/17,mit Hauptschulabschluss,weiblich,Gymnasien,5
2016/17,mit Hauptschulabschluss,weiblich,Förderschulen,125
2016/17,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2016/17,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2016/17,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2016/17,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,31
2016/17,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2017/18,mit Hauptschulabschluss,weiblich,Grundschulen,-
2017/18,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,801
2017/18,mit Hauptschulabschluss,weiblich,Gymnasien,3
2017/18,mit Hauptschulabschluss,weiblich,Förderschulen,111
2017/18,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,2
2017/18,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2017/18,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2017/18,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,26
2017/18,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2018/19,mit Hauptschulabschluss,weiblich,Grundschulen,-
2018/19,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,873
2018/19,mit Hauptschulabschluss,weiblich,Gymnasien,9
2018/19,mit Hauptschulabschluss,weiblich,Förderschulen,134
2018/19,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,2
2018/19,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2018/19,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2018/19,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,20
2018/19,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2019/20,mit Hauptschulabschluss,weiblich,Grundschulen,-
2019/20,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,820
2019/20,mit Hauptschulabschluss,weiblich,Gymnasien,7
2019/20,mit Hauptschulabschluss,weiblich,Förderschulen,99
2019/20,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,1
2019/20,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2019/20,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2019/20,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,19
2019/20,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2020/21,mit Hauptschulabschluss,weiblich,Grundschulen,-
2020/21,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,828
2020/21,mit Hauptschulabschluss,weiblich,Gymnasien,7
2020/21,mit Hauptschulabschluss,weiblich,Förderschulen,97
2020/21,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,6
2020/21,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2020/21,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2020/21,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,46
2020/21,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2021/22,mit Hauptschulabschluss,weiblich,Grundschulen,-
2021/22,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,899
2021/22,mit Hauptschulabschluss,weiblich,Gymnasien,11
2021/22,mit Hauptschulabschluss,weiblich,Förderschulen,109
2021/22,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,6
2021/22,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2021/22,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2021/22,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,21
2021/22,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2022/23,mit Hauptschulabschluss,weiblich,Grundschulen,-
2022/23,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,994
2022/23,mit Hauptschulabschluss,weiblich,Gymnasien,9
2022/23,mit Hauptschulabschluss,weiblich,Förderschulen,126
2022/23,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,7
2022/23,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2022/23,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,2
2022/23,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,36
2022/23,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2023/24,mit Hauptschulabschluss,weiblich,Grundschulen,-
2023/24,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,1104
2023/24,mit Hauptschulabschluss,weiblich,Gymnasien,17
2023/24,mit Hauptschulabschluss,weiblich,Förderschulen,133
2023/24,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,6
2023/24,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2023/24,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2023/24,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,22
2023/24,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2024/25,mit Hauptschulabschluss,weiblich,Grundschulen,-
2024/25,mit Hauptschulabschluss,weiblich,Schularten mit mehreren Bildungsgängen,1261
2024/25,mit Hauptschulabschluss,weiblich,Gymnasien,16
2024/25,mit Hauptschulabschluss,weiblich,Förderschulen,122
2024/25,mit Hauptschulabschluss,weiblich,Freie Waldorfschulen,14
2024/25,mit Hauptschulabschluss,weiblich,Gemeinschaftsschulen,-
2024/25,mit Hauptschulabschluss,weiblich,Integrierte Gesamtschulen,-
2024/25,mit Hauptschulabschluss,weiblich,Schulen des zweiten Bildungsweges,32
2024/25,mit Hauptschulabschluss,weiblich,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1994/95,mit Hauptschulabschluss,Insgesamt,Grundschulen,-
1994/95,mit Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,6769
1994/95,mit Hauptschulabschluss,Insgesamt,Gymnasien,5
1994/95,mit Hauptschulabschluss,Insgesamt,Förderschulen,123
1994/95,mit Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,-
1994/95,mit Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1994/95,mit Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1994/95,mit Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,12
1994/95,mit Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1995/96,mit Hauptschulabschluss,Insgesamt,Grundschulen,-
1995/96,mit Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,6604
1995/96,mit Hauptschulabschluss,Insgesamt,Gymnasien,1
1995/96,mit Hauptschulabschluss,Insgesamt,Förderschulen,180
1995/96,mit Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,-
1995/96,mit Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1995/96,mit Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1995/96,mit Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,36
1995/96,mit Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1996/97,mit Hauptschulabschluss,Insgesamt,Grundschulen,-
1996/97,mit Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,7709
1996/97,mit Hauptschulabschluss,Insgesamt,Gymnasien,-
1996/97,mit Hauptschulabschluss,Insgesamt,Förderschulen,384
1996/97,mit Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,2
1996/97,mit Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1996/97,mit Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1996/97,mit Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,21
1996/97,mit Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1997/98,mit Hauptschulabschluss,Insgesamt,Grundschulen,-
1997/98,mit Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,7036
1997/98,mit Hauptschulabschluss,Insgesamt,Gymnasien,-
1997/98,mit Hauptschulabschluss,Insgesamt,Förderschulen,399
1997/98,mit Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,-
1997/98,mit Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1997/98,mit Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1997/98,mit Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,16
1997/98,mit Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1998/99,mit Hauptschulabschluss,Insgesamt,Grundschulen,-
1998/99,mit Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,6657
1998/99,mit Hauptschulabschluss,Insgesamt,Gymnasien,-
1998/99,mit Hauptschulabschluss,Insgesamt,Förderschulen,352
1998/99,mit Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,6
1998/99,mit Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1998/99,mit Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1998/99,mit Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,31
1998/99,mit Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
1999/00,mit Hauptschulabschluss,Insgesamt,Grundschulen,-
1999/00,mit Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,6337
1999/00,mit Hauptschulabschluss,Insgesamt,Gymnasien,-
1999/00,mit Hauptschulabschluss,Insgesamt,Förderschulen,398
1999/00,mit Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,7
1999/00,mit Hauptschulabschluss,Insgesamt,Gemeinschaftsschulen,-
1999/00,mit Hauptschulabschluss,Insgesamt,Integrierte Gesamtschulen,-
1999/00,mit Hauptschulabschluss,Insgesamt,Schulen des zweiten Bildungsweges,32
1999/00,mit Hauptschulabschluss,Insgesamt,außerdem Schulkindergärten entspr.Vorbereitungskl.,-
2000/01,mit Hauptschulabschluss,Insgesamt,Grundschulen,-
2000/01,mit Hauptschulabschluss,Insgesamt,Schularten mit mehreren Bildungsgängen,6110
2000/01,mit Hauptschulabschluss,Insgesamt,Gymnasien,-
2000/01,mit Hauptschulabschluss,Insgesamt,Förderschulen,472
2000/01,mit Hauptschulabschluss,Insgesamt,Freie Waldorfschulen,4
